Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
2243610,No,-1,0,E2,28.57,28.57,0,No,Yes,Male,Employee Referral,8,INFRA,Noida,29,Joined
2243975,Yes,6,60,E2,66.67,53.85,-7.69,No,No,Male,Direct,7,ERS,Bangalore,30,Not Joined
2244070,Yes,23,60,E2,26.92,23.08,-3.03,No,No,Male,Direct,7,EAS,Noida,31,Not Joined
2244364,Yes,,45,E2,45.63,31.07,-10,No,No,Female,Direct,7,ETS,Noida,31,Not Joined
2244749,No,0,30,E2,23.7,23.7,0,No,No,Male,Employee Referral,3,INFRA,Cochin,25,Joined
2244847,Yes,9,30,E1,,42.86,,No,No,Male,Direct,3,INFRA,Noida,23,Not Joined
2245537,No,55,30,E1,0,0,0,No,No,Male,Direct,3,BFSI,Chennai,28,Joined
2245778,Yes,73,60,E1,40,46,4.29,No,No,Male,Direct,5,ETS,Chennai,32,Joined
2246064,Yes,58,60,E2,44.58,26.51,-12.5,No,No,Male,Direct,7,ERS,Chennai,30,Joined
2246102,No,3,0,E2,17.65,17.65,0,No,No,Male,Direct,8,Healthcare,Chennai,39,Joined
2246619,Yes,2,30,E2,33.33,133.33,75,No,Yes,Male,Employee Referral,8,ERS,Noida,34,Joined
2246656,No,1,30,E1,13.64,9.09,-4,No,No,Male,Direct,2,INFRA,Noida,25,Joined
2246667,No,3,30,E1,57.14,-4,-38.91,No,No,Female,Employee Referral,3,INFRA,Noida,29,Joined
2246675,Yes,78,90,E2,62.06,47.33,-9.09,No,No,Female,Employee Referral,8,ERS,Bangalore,32,Joined
2246688,Yes,10,30,E1,20,20,0,No,No,Male,Agency,1,INFRA,Noida,25,Not Joined
2246749,No,33,45,E2,44.44,111.11,46.15,No,Yes,Male,Direct,6,INFRA,Noida,29,Joined
2246758,No,,90,E2,50,20,-20,No,No,Male,Direct,4,INFRA,Mumbai,28,Not Joined
2246864,Yes,2,30,E2,33.33,122.22,66.67,No,No,Female,Direct,8,ERS,Hyderabad,31,Joined
2246905,No,0,30,E2,35,16.67,-13.58,No,No,Male,Agency,5,INFRA,Noida,27,Joined
2247102,No,,30,E3,10.26,10.26,0,No,No,Male,Direct,14,ETS,Hyderabad,38,Not Joined
2247230,Yes,5,30,E1,25,25,0,No,No,Male,Agency,3,ERS,Noida,28,Joined
2247238,No,1,0,E1,65.78,28.72,-22.35,No,Yes,Male,Direct,5,ERS,Noida,30,Joined
2247281,No,2,0,E2,42.22,42.22,0,No,No,Male,Direct,2,INFRA,Chennai,30,Joined
2247344,No,,90,E2,,90.48,,No,No,Male,Direct,2,INFRA,Noida,25,Not Joined
2247348,Yes,39,30,E1,38.46,0,-27.78,No,Yes,Male,Direct,5,ERS,Chennai,32,Joined
2247434,Yes,19,30,E1,-4.11,-4.11,0,No,No,Male,Employee Referral,3,INFRA,Noida,30,Joined
2247552,Yes,30,30,E1,35.34,35.34,0,No,No,Male,Direct,5,ETS,Mumbai,28,Not Joined
2247596,No,2,0,E2,20.69,90.05,57.47,No,Yes,Male,Direct,5,INFRA,Noida,36,Joined
2247631,Yes,,60,E4,22.58,22.58,0,No,Yes,Male,Employee Referral,11,INFRA,Noida,34,Joined
2247661,No,66,75,E2,65.71,38.1,-16.67,No,Yes,Male,Direct,2,INFRA,Noida,26,Joined
2247698,Yes,25,30,E1,56.86,56.86,0,No,Yes,Male,Direct,2,CSMP,Noida,29,Joined
2247703,No,2,30,E2,25,50,20,No,Yes,Male,Direct,6,ERS,Pune,30,Joined
2247722,No,0,30,E1,102.02,102.02,0,No,No,Female,Direct,3,AXON,Bangalore,27,Joined
2247754,No,1,0,E1,44,60,11.11,No,Yes,Male,Direct,1,INFRA,Noida,26,Joined
2247770,No,,60,E2,58.82,29.41,-18.52,No,No,Male,Employee Referral,6,BFSI,Bangalore,28,Not Joined
2247783,Yes,19,30,E1,87.5,56.25,-16.67,No,No,Female,Direct,3,BFSI,Bangalore,28,Joined
2247811,No,8,30,E2,44.44,144.44,69.23,No,No,Male,Direct,6,INFRA,Noida,32,Joined
2247841,No,,30,E1,93.37,93.37,0,No,Yes,Female,Direct,1,INFRA,Noida,24,Joined
2247845,No,43,60,E1,55.37,27.12,-18.18,No,No,Female,Employee Referral,2,BFSI,Chennai,27,Not Joined
2247848,No,,30,E2,34.8,80,33.53,No,No,Male,Direct,4,INFRA,Noida,38,Joined
2247852,Yes,28,30,E1,,,,No,Yes,Male,Direct,3,ETS,Chennai,28,Joined
2247870,No,,0,E1,,,,No,Yes,Male,Direct,2,ERS,Hyderabad,19,Joined
2248268,No,1,0,E2,15.63,15.63,0,No,Yes,Male,Employee Referral,6,INFRA,Noida,27,Joined
2248284,No,25,30,E1,15.56,15.56,0,No,No,Female,Employee Referral,6,CSMP,Noida,34,Joined
2248595,Yes,23,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,3,INFRA,Chennai,29,Joined
2265399,No,0,0,E1,,,,No,Yes,Female,Direct,1,INFRA,Chennai,24,Joined
2265400,No,0,0,E2,,,,No,Yes,Male,Direct,5,INFRA,Noida,31,Joined
2265448,No,86,120,E1,60.71,39.29,-13.33,No,No,Female,Employee Referral,3,BFSI,Chennai,25,Joined
2265484,No,6,75,E2,,,,No,No,Male,Employee Referral,7,EAS,Noida,35,Not Joined
2265502,Yes,,45,E1,31.25,18.75,-9.52,No,No,Male,Employee Referral,8,ETS,Chennai,38,Not Joined
2265531,Yes,1,0,E1,87.5,118.75,16.67,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
2265547,No,,0,E2,,,,No,Yes,Male,Employee Referral,6,EAS,Chennai,35,Joined
2265573,Yes,31,45,E2,27.72,27.72,0,No,No,Male,Employee Referral,10,INFRA,Mumbai,35,Not Joined
2277584,Yes,6,60,E3,42.86,42.86,0,No,No,Male,Employee Referral,9,INFRA,Noida,43,Joined
2279859,Yes,24,30,E1,18,18,0,No,No,Male,Direct,4,BFSI,Bangalore,27,Joined
2280155,Yes,63,60,E2,52.67,39.59,-8.57,No,Yes,Female,Employee Referral,4,INFRA,Hyderabad,27,Joined
2280495,Yes,21,30,E1,6.06,3.03,-2.86,No,Yes,Male,Direct,6,AXON,Kolkata,27,Joined
2280545,No,4,45,E2,,,,No,No,Male,Direct,8,ETS,Bangalore,30,Not Joined
2280626,No,1,75,E2,,,,No,Yes,Female,Direct,6,ERS,Bangalore,30,Joined
2280633,No,,45,E1,,,,No,Yes,Male,Direct,4,EAS,Chennai,27,Joined
2280636,Yes,,75,E2,42.86,42.86,0,No,Yes,Male,Direct,1,SALES,Noida,24,Joined
2280656,No,0,45,E1,,,,No,No,Male,Direct,3,ERS,Noida,27,Not Joined
2280684,No,1,75,E2,,,,No,No,Male,Employee Referral,8,EAS,Hyderabad,33,Not Joined
2280699,Yes,15,30,E2,38.08,26.57,-8.33,No,No,Male,Employee Referral,3,INFRA,Noida,28,Joined
2280712,No,,30,E2,42.86,28.57,-10,No,No,Male,Direct,7,BFSI,Chennai,31,Not Joined
2280791,Yes,11,30,E1,58.73,58.73,0,No,Yes,Male,Direct,3,AXON,Noida,27,Joined
2280811,Yes,58,90,E2,32.08,15.09,-12.86,No,No,Female,Direct,7,AXON,Bangalore,30,Not Joined
2280837,No,,45,E1,75,75,0,No,Yes,Female,Direct,3,ERS,Chennai,28,Joined
2280850,No,0,0,E2,18.94,,,No,No,Male,Direct,8,ERS,Noida,36,Not Joined
2280859,No,,75,E2,,,,No,Yes,Male,Direct,3,CORP,Bangalore,30,Joined
2280865,Yes,,120,E3,36.59,36.59,0,No,No,Female,Direct,5,CORP,Bangalore,29,Joined
2280878,No,,0,E2,15.95,15.95,0,No,Yes,Male,Direct,8,ERS,Noida,35,Joined
2280915,No,,60,E2,10,-7,-15.45,No,No,Male,Direct,6,ERS,Bangalore,29,Not Joined
2280918,No,0,45,E1,,,,No,No,Male,Employee Referral,1,INFRA,Noida,25,Not Joined
2280925,Yes,64,75,E2,63.74,40.82,-14,No,Yes,Male,Direct,5,INFRA,Noida,31,Joined
2280951,Yes,,75,E1,20,-1,-17.5,No,No,Female,Employee Referral,3,AXON,Kolkata,30,Not Joined
2280980,No,,0,E1,41.51,24.53,-12,No,No,Male,Direct,4,ERS,Chennai,27,Not Joined
2280982,No,3,30,E2,50,45,-3.33,No,No,Male,Direct,6,INFRA,Noida,33,Joined
2280985,No,0,0,E2,45.45,45.45,0,No,Yes,Male,Direct,4,INFRA,Noida,32,Joined
2280999,Yes,10,0,E1,50,65,10,No,No,Male,Employee Referral,3,INFRA,Chennai,26,Joined
2281013,No,31,45,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,9,INFRA,Chennai,34,Joined
2281030,No,,0,E1,,,0,No,Yes,Male,Direct,4,INFRA,Chennai,31,Joined
2281059,Yes,63,75,E1,30,30,0,No,No,Male,Direct,7,ERS,Bangalore,30,Joined
2281060,Yes,4,90,E1,54.76,,,No,No,Male,Direct,4,EAS,Noida,27,Not Joined
2281133,Yes,22,60,E1,50,50,0,No,No,Male,Direct,4,ERS,Chennai,27,Not Joined
2281153,Yes,60,60,E2,55.56,38.89,-10.71,No,No,Male,Direct,12,ERS,Chennai,37,Joined
2281164,Yes,97,120,E2,0,50,50,No,Yes,Male,Direct,5,ERS,Bangalore,30,Joined
2281166,Yes,0,75,E1,75.72,53.35,-12.73,No,No,Male,Direct,3,ERS,Bangalore,26,Not Joined
2281196,Yes,11,90,E1,39.53,39.53,0,No,No,Female,Direct,4,EAS,Chennai,26,Not Joined
2281214,No,3,0,E2,45.83,45.83,0,No,Yes,Female,Direct,3,INFRA,Mumbai,32,Joined
2281237,No,77,90,E1,23.08,23.08,0,No,Yes,Male,Direct,4,AXON,Bangalore,31,Joined
2281240,Yes,,0,E1,19.3,19.3,0,No,No,Male,Direct,5,CSMP,Gurgaon,30,Joined
2281287,No,0,0,E1,,,,No,Yes,Female,Direct,1,INFRA,Chennai,24,Joined
2281322,Yes,74,30,E2,30,16,-10.77,No,No,Male,Direct,6,INFRA,Noida,29,Joined
2281326,No,1,75,E2,26.76,28.17,1.11,No,Yes,Male,Direct,7,INFRA,Noida,33,Joined
2281348,Yes,73,75,E2,40,59.22,13.73,No,Yes,Male,Direct,8,INFRA,Noida,36,Joined
2281360,No,1,0,E3,29.14,20,-7.08,No,Yes,Male,Direct,9,INFRA,Noida,32,Joined
2281364,No,4,30,E1,,,,No,No,Male,Employee Referral,4,ETS,Chennai,29,Not Joined
2281368,Yes,5,45,E2,100,36.67,-31.67,No,No,Male,Direct,5,INFRA,Noida,37,Joined
2281370,No,27,120,E2,33.73,33.73,0,No,No,Male,Direct,5,INFRA,Noida,30,Not Joined
2281400,Yes,34,45,E1,,,,No,Yes,Male,Direct,5,INFRA,Bangalore,30,Joined
2281418,No,4,45,E1,80,80,0,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2281420,No,0,45,E2,23.15,23.15,0,No,Yes,Male,Direct,5,INFRA,Bangalore,30,Joined
2281423,No,1,0,E1,31.82,-1.82,-25.52,No,Yes,Male,Employee Referral,1,INFRA,Noida,23,Joined
2281432,No,1,30,E1,6.84,6.84,0,No,No,Male,Direct,1,INFRA,Noida,26,Joined
2281465,No,35,45,E2,15.38,15.38,0,No,Yes,Male,Direct,5,EAS,Chennai,31,Joined
2281474,No,,0,E2,,,,No,Yes,Female,Employee Referral,5,INFRA,Noida,30,Joined
2281487,Yes,51,60,E2,41.59,28.32,-9.38,No,No,Male,Employee Referral,12,BFSI,Bangalore,36,Joined
2281505,No,,30,E1,45,45,0,No,No,Female,Employee Referral,3,ETS,Bangalore,29,Not Joined
2281506,Yes,28,45,E1,37.04,37.04,0,No,No,Male,Employee Referral,4,ETS,Bangalore,26,Not Joined
2281511,No,,45,E1,52.36,,,No,No,Male,Direct,4,ERS,Chennai,30,Not Joined
2281513,No,1,75,E1,33.74,33.74,0,No,Yes,Male,Direct,4,ERS,Chennai,26,Joined
2281537,No,,120,E2,,,,No,No,Male,Agency,8,CORP,Noida,33,Not Joined
2281541,Yes,75,30,E1,44.44,44.44,0,No,No,Male,Direct,5,ERS,Chennai,30,Joined
2281542,No,9,30,E1,51.52,,,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
2281558,No,81,45,E1,20,20,0,No,No,Male,Direct,4,ERS,Chennai,32,Joined
2281568,No,87,30,E2,,42.86,,No,No,Male,Employee Referral,4,INFRA,Chennai,29,Not Joined
2281575,No,0,30,E1,19.05,60.38,34.72,No,No,Female,Agency,1,INFRA,Noida,31,Joined
2281588,No,1,0,E1,,,,No,Yes,Male,Employee Referral,1,INFRA,Noida,25,Joined
2281605,Yes,28,30,E2,27.59,27.59,0,No,No,Male,Direct,4,INFRA,Noida,26,Joined
2281608,No,,75,E1,,,,No,No,Male,Direct,3,ERS,Chennai,28,Not Joined
2281611,No,34,45,E1,30.95,30.95,0,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2281616,Yes,13,30,E1,83.33,66.67,-9.09,No,No,Male,Employee Referral,4,ERS,Chennai,32,Joined
2281624,Yes,7,30,E2,33.33,33.33,0,No,No,Male,Direct,5,INFRA,Noida,29,Joined
2281646,Yes,1,90,E3,0.1,0.1,0,No,Yes,Male,Direct,5,INFRA,Noida,28,Joined
2281657,Yes,57,75,E1,66.67,30,-22,No,No,Female,Direct,4,ERS,Bangalore,28,Joined
2281658,No,,0,E1,,,,No,No,Female,Direct,4,CSMP,Chennai,27,Not Joined
2281661,No,1,0,E1,51.52,51.52,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,29,Joined
2281665,No,8,120,E1,44.23,,,No,No,Male,Direct,2,ERS,Bangalore,26,Not Joined
2281667,No,1,75,E1,47.06,,,No,No,Male,Direct,4,ERS,Bangalore,29,Not Joined
2281669,No,0,30,E1,49.25,49.25,0,No,Yes,Female,Direct,3,ERS,Bangalore,26,Joined
2281670,No,1,120,E1,83.49,,,No,No,Male,Direct,5,ERS,Bangalore,32,Not Joined
2281671,No,1,30,E1,38.89,38.89,0,No,Yes,Male,Direct,4,ERS,Chennai,31,Joined
2281672,No,,30,E1,16.67,,,No,No,Male,Direct,4,ERS,Bangalore,29,Not Joined
2281675,No,2,45,E1,42.86,,,No,No,Female,Direct,3,ERS,Bangalore,29,Not Joined
2281676,No,1,30,E1,27.91,27.91,0,No,Yes,Female,Direct,4,ERS,Pune,34,Joined
2281679,No,1,120,E2,30,,,No,No,Male,Direct,8,ERS,Bangalore,36,Not Joined
2281681,No,1,45,E3,,,,No,Yes,Male,Direct,3,INFRA,Noida,34,Joined
2281683,No,11,30,E2,27.27,-4.55,-25,No,Yes,Male,Direct,7,ERS,Noida,30,Joined
2281687,Yes,0,45,E1,38.89,38.89,0,No,Yes,Male,Direct,4,ERS,Noida,28,Joined
2281689,No,0,30,E2,52.94,47.06,-3.85,No,No,Male,Direct,7,AXON,Kolkata,30,Joined
2281707,No,145,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281708,No,141,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281711,No,141,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,22,Not Joined
2281713,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281718,No,,60,E4,9.09,9.09,0,No,Yes,Male,Direct,9,INFRA,Noida,38,Joined
2281719,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281720,No,0,0,E3,23.08,25,1.56,No,Yes,Male,Direct,6,INFRA,Chennai,31,Joined
2281722,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281723,No,141,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,22,Not Joined
2281725,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281726,No,1,60,E3,17.13,17.15,0.02,No,No,Male,Direct,7,INFRA,Hyderabad,33,Joined
2281728,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,INFRA,Chennai,22,Joined
2281734,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281744,No,141,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,22,Not Joined
2281758,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281773,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281779,No,0,30,E1,,,,No,No,Male,Agency,4,INFRA,Noida,27,Joined
2281781,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,24,Joined
2281783,No,0,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281788,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281791,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,22,Joined
2281796,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2281798,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2281802,Yes,14,45,E3,28.57,28.31,-0.21,No,No,Male,Direct,8,INFRA,Noida,35,Not Joined
2281815,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,22,Joined
2281818,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281820,No,0,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281828,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281830,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2281849,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2281854,No,0,30,E2,25,96.43,57.14,No,No,Male,Direct,5,INFRA,Noida,28,Joined
2281864,No,0,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,22,Not Joined
2281865,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281868,No,0,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2281869,No,0,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2281870,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281871,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2281873,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,22,Not Joined
2281874,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,22,Not Joined
2281876,No,2,30,E2,41.3,41.3,0,No,No,Male,Direct,3,INFRA,Chennai,28,Joined
2281877,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2281879,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2281889,No,,0,E1,,,,No,Yes,Female,Direct,1,INFRA,Noida,30,Joined
2281893,No,3,75,E1,85.71,,,No,No,Male,Direct,5,ETS,Noida,34,Not Joined
2281914,No,1,75,E1,71.43,,,No,No,Male,Direct,3,ERS,Chennai,25,Not Joined
2281916,Yes,58,75,E2,36.59,36.59,0,No,No,Male,Direct,5,INFRA,Chennai,27,Joined
2281921,No,,0,E1,78.57,66.67,-6.67,No,No,Female,Direct,6,ERS,Bangalore,30,Not Joined
2281925,Yes,70,75,E1,1.81,1.81,0,No,No,Female,Direct,4,ERS,Bangalore,27,Joined
2281939,Yes,8,120,E3,18.18,,,No,No,Male,Direct,8,INFRA,Hyderabad,37,Not Joined
2281969,No,,0,E1,,,,No,Yes,Male,Direct,0,INFRA,Noida,27,Joined
2281982,No,,45,E1,54.19,,,No,No,Male,Direct,3,ERS,Chennai,26,Not Joined
2281986,No,,0,E2,,,,No,Yes,Male,Direct,3,INFRA,Noida,36,Joined
2282003,No,2,30,E1,,,,No,Yes,Male,Direct,4,ERS,Chennai,27,Joined
2282009,No,4,30,E2,35.71,35.71,0,No,No,Male,Employee Referral,3,INFRA,Noida,27,Joined
2282010,No,,30,E3,20,20,0,No,No,Male,Direct,5,INFRA,Noida,29,Not Joined
2282012,Yes,4,30,E1,50,43.34,-4.44,No,No,Male,Direct,3,INFRA,Noida,27,Joined
2282017,Yes,1,30,E1,,,,No,Yes,Female,Direct,2,ERS,Chennai,28,Joined
2282025,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,24,Not Joined
2282027,No,40,45,E1,60,60,0,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2282028,No,4,45,E1,,,,No,Yes,Male,Direct,2,ERS,Chennai,28,Joined
2282029,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2282031,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2282035,No,1,30,E1,32.78,,,No,No,Male,Direct,2,INFRA,Chennai,24,Not Joined
2282038,No,64,75,E3,63.23,67.31,2.5,No,Yes,Male,Direct,7,INFRA,Noida,31,Joined
2282045,Yes,58,75,E1,,,,No,No,Male,Direct,4,ERS,Chennai,28,Not Joined
2282050,No,5,30,E1,74.3,,,No,No,Female,Direct,1,INFRA,Chennai,23,Not Joined
2282051,No,3,30,E1,,,,No,Yes,Female,Direct,2,ERS,Chennai,24,Joined
2282053,Yes,1,30,E1,34.62,34.62,0,No,Yes,Female,Direct,4,ERS,Chennai,27,Joined
2282055,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2282056,No,0,30,E1,28.3,28.3,0,No,Yes,Female,Direct,1,INFRA,Noida,24,Joined
2282057,No,,0,E1,,,,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined
2282061,No,1,30,E2,,,,No,Yes,Male,Direct,7,BFSI,Bangalore,35,Joined
2282063,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,22,Joined
2282065,No,6,30,E0,42.86,42.86,0,No,No,Male,Direct,0,INFRA,Chennai,22,Joined
2282067,Yes,3,120,E1,,,,No,No,Male,Direct,4,ERS,Chennai,30,Not Joined
2282074,Yes,75,90,E1,47.06,47.06,0,No,Yes,Male,Direct,4,ERS,Chennai,26,Joined
2282076,No,1,0,E2,30.43,25.54,-3.75,No,No,Male,Direct,7,ERS,Bangalore,30,Joined
2282077,No,1,30,E1,,,,No,Yes,Male,Direct,4,ERS,Chennai,29,Joined
2282078,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,22,Joined
2282080,No,2,30,E1,,,,No,Yes,Male,Direct,2,ERS,Chennai,26,Joined
2282081,Yes,43,60,E1,,,,No,No,Male,Direct,2,AXON,Noida,27,Not Joined
2282082,Yes,76,90,E1,78.57,78.57,0,No,Yes,Male,Direct,3,ERS,Chennai,26,Joined
2282086,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2282088,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,24,Not Joined
2282090,No,1,30,E1,,,,No,Yes,Male,Direct,3,ERS,Chennai,27,Joined
2282091,Yes,62,30,E2,11.11,18.06,6.25,No,No,Male,Direct,6,INFRA,Noida,31,Joined
2282092,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,23,Not Joined
2282094,No,4,30,E2,,,,No,No,Male,Direct,6,ETS,Chennai,32,Not Joined
2282095,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282096,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2282100,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,23,Joined
2282111,No,,30,E1,,,,No,Yes,Female,Direct,3,ETS,Noida,28,Joined
2282113,Yes,1,30,E1,,,,No,No,Female,Employee Referral,1,AXON,Noida,31,Joined
2282115,No,0,0,E2,61.76,32.35,-18.18,No,Yes,Male,Direct,5,INFRA,Noida,31,Joined
2282118,No,2,30,E1,,,,No,Yes,Male,Direct,3,ERS,Chennai,30,Joined
2282135,Yes,,45,E1,,,,No,Yes,Male,Direct,3,ERS,Chennai,28,Joined
2282137,No,2,75,E1,,,,No,Yes,Male,Direct,5,ETS,Chennai,27,Joined
2282145,Yes,54,60,E1,66.67,,,No,No,Male,Direct,2,INFRA,Chennai,28,Not Joined
2282148,Yes,1,30,E1,,,,No,Yes,Female,Direct,1,AXON,Chennai,29,Joined
2282162,Yes,48,30,E2,12.5,12.5,0,No,No,Male,Direct,5,INFRA,Noida,30,Joined
2282174,No,1,0,E1,,,,No,Yes,Male,Direct,1,INFRA,Chennai,23,Joined
2282176,Yes,7,45,E1,,,,No,Yes,Male,Direct,4,ETS,Chennai,28,Joined
2282185,No,90,60,E3,28.57,28.31,-0.21,No,No,Male,Direct,7,INFRA,Noida,28,Not Joined
2282191,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282193,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282197,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2282199,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282206,No,31,45,E2,,,,No,Yes,Male,Direct,6,ETS,Bangalore,30,Joined
2282208,No,,30,E4,,,,No,No,Male,Direct,13,ETS,Bangalore,38,Not Joined
2282210,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,22,Joined
2282213,No,3,0,E0,,42.86,,No,No,Male,Direct,0,INFRA,Chennai,22,Not Joined
2282214,No,,0,E1,,,,No,No,Male,Direct,3,ETS,Bangalore,27,Not Joined
2282216,No,0,75,E1,,,,No,Yes,Male,Direct,5,ETS,Noida,30,Joined
2282218,Yes,23,30,E1,,,,No,Yes,Female,Direct,3,INFRA,Chennai,28,Joined
2282222,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2282225,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,23,Not Joined
2282228,Yes,66,75,E1,33.93,33.93,0,No,No,Female,Direct,4,ETS,Bangalore,29,Not Joined
2282229,No,3,0,E0,,42.86,,No,No,Female,Direct,0,INFRA,Chennai,22,Not Joined
2282232,No,,0,E1,127.27,127.27,0,No,Yes,Male,Direct,3,INFRA,Chennai,26,Joined
2282234,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,INFRA,Chennai,24,Joined
2282238,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282264,No,,0,E2,,,,No,Yes,Female,Direct,8,CSMP,Bangalore,34,Joined
2282273,No,1,0,E1,108.33,,,No,No,Female,Direct,1,INFRA,Chennai,24,Not Joined
2282274,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
2282282,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,INFRA,Chennai,23,Joined
